Principio attivo;Confezione di riferimento;ATC;AIC;Farmaco;Confezione;Ditta;Prezzo riferimento SSN;Prezzo Pubblico 16 febbraio 2026;Differenza;Nota;Codice gruppo equivalenza
Acido alendronico;4 UNITA' 70 MG - USO ORALE;M05BA04;38297014;NOFRATTIL;"""70 MG COMPRESSE RIVESTITE CON FILM"" 4 COMPRESSE";S.F. GROUP S.R.L.;11,94 €;11,94 €;0,00 €;;CQA
Acido alendronico;4 UNITA' 70 MG - USO ORALE;M05BA04;37519016;PORODRON;"""70 MG COMPRESSE"" 4 COMPRESSE";DYMALIFE PHARMACEUTICAL S.R.L.;11,94 €;13,49 €;1,55 €;;CQA
Acido alendronico;4 UNITA' 70 MG - USO ORALE;M05BA04;37443013;PORONAL;"""70 MG COMPRESSE RIVESTITE CON FILM"" 4 COMPRESSE";KONPHARMA S.R.L.;11,94 €;13,48 €;1,54 €;;CQA
Acido alendronico;4 UNITA' 70 MG - USO ORALE;M05BA04;37461011;REALEN;"""70 MG COMPRESSE RIVESTITE CON FILM"" 4 COMPRESSE";S.F. GROUP S.R.L.;11,94 €;13,48 €;1,54 €;;CQA
Acido alendronico + Colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;44670014;ACIDO ALENDRONICO E COLECALCIFEROLO AUROBINDO;"""70 MG/2.800 UI COMPRESSE"" 4 COMPRESSE IN BLISTER PA/AL/PVC/AL";AUROBINDO PHARMA ITALIA S.R.L.;11,23 €;11,23 €;0,00 €;;H6A
Acido alendronico + Colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;37603026;ADROVANCE;"""70 MG/2800 UI COMPRESSA"" - USO ORALE - (ALL/ALL) 4 COMPRESSE";N.V. ORGANON;11,23 €;18,65 €;7,42 €;;H6A
Acido alendronico + Colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;45284015;ALENDRONATO E COLECALCIFEROLO DOC;"""70 MG/2.800 UI COMPRESSE"" 4 COMPRESSE IN BLISTER AL/AL";DOC GENERICI S.R.L.;11,23 €;11,23 €;0,00 €;;H6A
Acido alendronico + Colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;44986014;ALENDRONATO E COLECALCIFEROLO MYLAN PHARMA;"""70 MG/2800 U.I. COMPRESSE"" 4 COMPRESSE IN BLISTER AL/AL";MYLAN S.P.A.;11,23 €;11,23 €;0,00 €;;H6A
Acido alendronico + Colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;44405037;ALENDRONATO E COLECALCIFEROLO TEVA ITALIA;"""70 MG/2800 UI COMPRESSE"" 4X1 COMPRESSE IN BLISTER OPA/AL/PVC/AL CONFEZIONE A CALENDARIO";TEVA ITALIA S.R.L.;11,23 €;11,23 €;0,00 €;;H6A
Acido alendronico + Colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;50691029;FOSAVANCE;"""70 MG/2.800 UI COMPRESSE IN BLISTER ALU/ALU"" 4 COMPRESSE";BB FARMA S.R.L.;11,23 €;16,87 €;5,64 €;;H6A
Acido alendronico + Colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;36845028;FOSAVANCE;"""70 MG/2800 UI COMPRESSA"" - USO ORALE - (ALL/ALL) 4 COMPRESSE";N.V. ORGANON;11,23 €;18,14 €;6,91 €;;H6A
Acido alendronico + Colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;39641028;VANTAVO;"""70 MG/2800 UI COMPRESSA"" - USO ORALE - (ALL/ALL) 4 COMPRESSE";N.V. ORGANON;11,23 €;17,90 €;6,67 €;;H6A
Acido alendronico + Colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;44670026;ACIDO ALENDRONICO E COLECALCIFEROLO AUROBINDO;"""70 MG/5.600 UI COMPRESSE"" 4 COMPRESSE IN BLISTER PA/AL/PVC/AL";AUROBINDO PHARMA ITALIA S.R.L.;13,60 €;13,60 €;0,00 €;;H6B
Acido alendronico + Colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;37603077;ADROVANCE;"""70 MG/5600 UI COMPRESSE USO ORALE"" BLISTER ALL/ALL 4 COMPRESSE";N.V. ORGANON;13,60 €;17,10 €;3,50 €;;H6B
Acido alendronico + Colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;45284027;ALENDRONATO E COLECALCIFEROLO DOC;"""70 MG/5.600 UI COMPRESSE"" 4 COMPRESSE IN BLISTER AL/AL";DOC GENERICI S.R.L.;13,60 €;13,60 €;0,00 €;;H6B
Acido alendronico + Colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;44986026;ALENDRONATO E COLECALCIFEROLO MYLAN PHARMA;"""70 MG/5600 U.I. COMPRESSE"" 4 COMPRESSE IN BLISTER AL/AL";MYLAN S.P.A.;13,60 €;13,60 €;0,00 €;;H6B
Acido alendronico + Colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;44405114;ALENDRONATO E COLECALCIFEROLO TEVA ITALIA;"""70 MG/5600 UI COMPRESSE"" 4X1 COMPRESSE IN BLISTER OPA/AL/PVC/AL CONFEZIONE A CALENDARIO";TEVA ITALIA S.R.L.;13,60 €;13,60 €;0,00 €;;H6B
Acido alendronico + Colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;50691017;FOSAVANCE;"""70 MG/5.600 UI COMPRESSA USO ORALE BLISTER (AL/AL)"" 4 COMPRESSE";BB FARMA S.R.L.;13,60 €;15,90 €;2,30 €;;H6B
Acido alendronico + Colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;51267019;FOSAVANCE;"""70 MG/5.600 UI COMPRESSA USO ORALE BLISTER (ALL/ALL)"" 4 COMPRESSE";FARMED S.R.L.;13,60 €;15,90 €;2,30 €;;H6B
Acido alendronico + Colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;36845079;FOSAVANCE;"""70 MG/5600 UI COMPRESSA"" - USO ORALE - (ALL/ALL) 4 COMPRESSE";N.V. ORGANON;13,60 €;17,10 €;3,50 €;;H6B
Acido alendronico + Colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;39641081;VANTAVO;"""70 MG/5600 UI COMPRESSA"" - USO ORALE - (ALL/ALL) 4 COMPRESSE";N.V. ORGANON;13,60 €;16,60 €;3,00 €;;H6B
Acido carglumico;5 UNITA' 200 MG - USO ORALE;A16AA05;45647017;ACIDO CARGLUMICO WAYMADE;"""200 MG COMPRESSE DISPERSIBILI"" 5 COMPRESSE IN CONTENITORE HDPE";WAYMADE B.V.;407,41 €;407,41 €;0,00 €;In distribuzione diretta da parte delle Regioni;BRQ
Acido carglumico;5 UNITA' 200 MG - USO ORALE;A16AA05;35983030;CARBAGLU;"""200 MG"" 5 COMPRESSE DISPERSIBILI IN CONTENITORE PER COMPRESSE USO ORALE";RECORDATI RARE DISEASES SARL;407,41 €;522,31 €;114,90 €;In distribuzione diretta da parte delle Regioni;BRQ
Acido carglumico;60 UNITA' 200 MG - USO ORALE;A16AA05;45647031;ACIDO CARGLUMICO WAYMADE*;"""200 MG COMPRESSE DISPERSIBILI"" 60 COMPRESSE IN CONTENITORE HDPE";WAYMADE B.V.;4.888,84 €;4.888,84 €;0,00 €; In distribuzione diretta da parte delle Regioni;BRP
Acido carglumico;60 UNITA' 200 MG - USO ORALE;A16AA05;35983028;CARBAGLU;"""200 MG"" 60 COMPRESSE DISPERSIBILI IN CONTENITORE PER COMPRESSE USO ORALE";RECORDATI RARE DISEASES SARL;4.888,84 €;6.267,76 €;1.378,92 €;In distribuzione diretta da parte delle Regioni;BRP
Acido carglumico;60 UNITA' 200 MG - USO ORALE;A16AA05;45485012;UCEDANE;"""200 MG COMPRESSA DISPERSIBILE USO ORALE BLISTER (ALLU/ALLU)"" 60 COMPRESSE";EUROCEPT INTERNATIONAL B.V.;4.888,84 €;5.014,20 €;125,36 €;In distribuzione diretta da parte delle Regioni;BRP
Acido clodronico;10 UNITA' 400 MG - USO ORALE;M05BA02;26372058;CLASTEON;"""400 MG CAPSULE RIGIDE"" 10 CAPSULE";ABIOGEN PHARMA S.P.A.;21,67 €;26,17 €;4,50 €;;38B
Acido clodronico;10 UNITA' 400 MG - USO ORALE;M05BA02;34721050;CLODRON;"""400 MG CAPSULE RIGIDE"" 10 CAPSULE";ABIOGEN PHARMA S.P.A.;21,67 €;26,17 €;4,50 €;;38B
Acido clodronico;10 UNITA' 400 MG - USO ORALE;M05BA02;26510053;DIFOSFONAL;"""400 MG CAPSULE RIGIDE"" 10 CAPSULE";SOCIETA' PRODOTTI ANTIBIOTICI S.P.A.;21,67 €;26,17 €;4,50 €;;38B
Acido clodronico;6 UNITA' 300 MG - USO PARENTERALE;M05BA02;26372033;CLASTEON;"""300 MG/10 ML CONCENTRATO PER SOLUZIONE PER INFUSIONE"" 6 FIALE";ABIOGEN PHARMA S.P.A.;52,32 €;63,18 €;10,86 €;;38A
Acido clodronico;6 UNITA' 300 MG - USO PARENTERALE;M05BA02;34721035;CLODRON;"""300 MG/10 ML CONCENTRATO PER SOLUZIONE PER INFUSIONE"" 6 FIALE";ABIOGEN PHARMA S.P.A.;52,32 €;63,18 €;10,86 €;;38A
Acido clodronico;6 UNITA' 300 MG - USO PARENTERALE;M05BA02;34294037;CLODY;"""300 MG SOLUZIONE PER INFUSIONE ENDOVENOSA"" 6 FIALE";PROMEDICA S.R.L.;52,32 €;63,18 €;10,86 €;;38A
Acido clodronico;6 UNITA' 300 MG - USO PARENTERALE;M05BA02;26510038;DIFOSFONAL;"""300 MG/10 ML CONCENTRATO PER SOLUZIONE PER INFUSIONE"" 6 FIALE";SOCIETA' PRODOTTI ANTIBIOTICI S.P.A.;52,32 €;63,18 €;10,86 €;;38A
Acido folico;120 UNITA' 400 MCG - USO ORALE;B03BB01;40274072;ACIDO FOLICO DOC GENERICI;"""400 MCG COMPRESSE"" 120 COMPRESSE IN BLISTER PVC/PVDC-AL";DOC GENERICI S.R.L.;10,05 €;10,05 €;0,00 €;;GSG
Acido folico;120 UNITA' 400 MCG - USO ORALE;B03BB01;45545062;ACIDO FOLICO EG;"""400 MCG COMPRESSE"" 120 COMPRESSE IN BLISTER PVC/PVDC-AL";EG S.P.A.;10,05 €;10,05 €;0,00 €;;GSG
Acido folico;120 UNITA' 400 MCG - USO ORALE;B03BB01;50676028;ACIDO FOLICO TEVA;"""0,4 MG COMPRESSE"" 120 COMPRESSE IN BLISTER PVC/PVDC/AL";TEVA B.V.;10,05 €;10,05 €;0,00 €;;GSG
Acido folico;120 UNITA' 400 MCG - USO ORALE;B03BB01;42186015;BALFOLIC;"""400MCG COMPRESSE"" 120 COMPRESSE";LABORATORI BALDACCI S.P.A.;10,05 €;13,40 €;3,35 €;;GSG
Acido folico;120 UNITA' 400 MCG - USO ORALE;B03BB01;36346029;FERTIFOL;"""400MCG COMPRESSE"" 120 COMPRESSE";EFFIK ITALIA S.P.A.;10,05 €;13,40 €;3,35 €;;GSG
Acido folico;120 UNITA' 400 MCG - USO ORALE;B03BB01;36345027;FOLIDEX;"""400MCG COMPRESSE"" 120 COMPRESSE IN BLISTER AL/PVC";ITALFARMACO S.P.A.;10,05 €;13,40 €;3,35 €;;GSG
Acido folico;120 UNITA' 5 MG - USO ORALE;B03BB01;48957068;ACIDO FOLICO ARISTO;"""5 MG COMPRESSE"" 120 COMPRESSE IN BLISTER PVC/PVDC/PVC/AL";ARISTO PHARMA GMBH;9,74 €;9,74 €;0,00 €;;JHI
Acido folico;120 UNITA' 5 MG - USO ORALE;B03BB01;40274058;ACIDO FOLICO DOC GENERICI;"""5 MG COMPRESSE"" 120 COMPRESSE IN BLISTER PVC/AL";DOC GENERICI S.R.L.;9,74 €;9,74 €;0,00 €;;JHI
Acido folico;120 UNITA' 5 MG - USO ORALE;B03BB01;45545047;ACIDO FOLICO EG;"""5 MG COMPRESSE"" 120 COMPRESSE IN BLISTER PVC/PVDC/ALU";EG S.P.A.;9,74 €;9,74 €;0,00 €;;JHI
Acido folico;120 UNITA' 5 MG - USO ORALE;B03BB01;45533041;ACIDO FOLICO SF;"""5 MG COMPRESSE"" 120 COMPRESSE IN BLISTER PVC/PVDC/ALU";S.F. GROUP S.R.L.;9,74 €;11,25 €;1,51 €;;JHI
Acido folico;120 UNITA' 5 MG - USO ORALE;B03BB01;50676067;ACIDO FOLICO TEVA;"""5 MG COMPRESSE"" 120 COMPRESSE IN BLISTER PVC/PVDC/AL";TEVA B.V.;9,74 €;9,74 €;0,00 €;;JHI
Acido folico;120 UNITA' 5 MG - USO ORALE;B03BB01;45534043;FOLATEX;"""5 MG COMPRESSE"" 120 COMPRESSE IN BLISTER PVC/PVDC/ALU";S.F. GROUP S.R.L.;9,74 €;9,74 €;0,00 €;;JHI
Acido folico;120 UNITA' 5 MG - USO ORALE;B03BB01;40627022;FOLIFILL;"""5 MG COMPRESSE"" 120 COMPRESSE";ITALFARMACO S.P.A.;9,74 €;13,22 €;3,48 €;;JHI
Acido folico;120 UNITA' 5 MG - USO ORALE;B03BB01;2309072;FOLINA;"""5 MG CAPSULE MOLLI"" 120 CAPSULE IN BLISTER PVC/AL";TEOFARMA S.R.L.;9,74 €;11,24 €;1,50 €;;JHI
Acido folico;120 UNITA' 5 MG - USO ORALE;B03BB01;45532049;NOVACID;"""5 MG COMPRESSE"" 120 COMPRESSE IN BLISTER PVC/PVDC/ALU";S.F. GROUP S.R.L.;9,74 €;11,25 €;1,51 €;;JHI
Acido folico;20 UNITA' 5 MG - USO ORALE;B03BB01;48957017;ACIDO FOLICO ARISTO;"""5 MG COMPRESSE"" 20 COMPRESSE IN BLISTER PVC/PVDC/PVC/AL";ARISTO PHARMA GMBH;2,44 €;2,44 €;0,00 €;;H7B
Acido folico;20 UNITA' 5 MG - USO ORALE;B03BB01;40274019;ACIDO FOLICO DOC GENERICI;"""5 MG COMPRESSE"" 20 COMPRESSE IN BLISTER PVC/AL";DOC GENERICI S.R.L.;2,44 €;2,44 €;0,00 €;;H7B
Acido folico;20 UNITA' 5 MG - USO ORALE;B03BB01;45545011;ACIDO FOLICO EG;"""5 MG COMPRESSE"" 20 COMPRESSE IN BLISTER PVC/PVDC/ALU";EG S.P.A.;2,44 €;2,44 €;0,00 €;;H7B
Acido folico;20 UNITA' 5 MG - USO ORALE;B03BB01;50676030;ACIDO FOLICO TEVA;"""5 MG COMPRESSE"" 20 COMPRESSE IN BLISTER PVC/PVDC/AL";TEVA B.V.;2,44 €;2,44 €;0,00 €;;H7B
Acido folico;20 UNITA' 5 MG - USO ORALE;B03BB01;42972012;FOLICOM;"""5 MG COMPRESSE"" 20 COMPRESSE IN BLISTER PVC/AL";MEDIC ITALIA S.R.L.;2,44 €;2,44 €;0,00 €;;H7B
Acido folico;20 UNITA' 5 MG - USO ORALE;B03BB01;2309045;FOLINA;"""5 MG CAPSULE MOLLI"" 20 CAPSULE";TEOFARMA S.R.L.;2,44 €;3,25 €;0,81 €;;H7B
Acido folico;28 UNITA' 400 MCG - USO ORALE;B03BB01;40274060;ACIDO FOLICO DOC GENERICI;"""400 MCG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC-AL";DOC GENERICI S.R.L.;3,13 €;3,13 €;0,00 €;;H7A
Acido folico;28 UNITA' 400 MCG - USO ORALE;B03BB01;45545050;ACIDO FOLICO EG;"""400 MCG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC-AL";EG S.P.A.;3,13 €;3,13 €;0,00 €;;H7A
Acido folico;28 UNITA' 400 MCG - USO ORALE;B03BB01;50676016;ACIDO FOLICO TEVA;"""0,4 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";TEVA B.V.;3,13 €;3,13 €;0,00 €;;H7A
Acido folico;28 UNITA' 400 MCG - USO ORALE;B03BB01;36346017;FERTIFOL;"""400 MCG COMPRESSE"" 28 COMPRESSE";EFFIK ITALIA S.P.A.;3,13 €;4,17 €;1,04 €;;H7A
Acido folico;28 UNITA' 400 MCG - USO ORALE;B03BB01;36345015;FOLIDEX;"""400 MCG COMPRESSE"" 28 COMPRESSE";ITALFARMACO S.P.A.;3,13 €;4,17 €;1,04 €;;H7A
Acido folico;28 UNITA' 5 MG - USO ORALE;B03BB01;48957029;ACIDO FOLICO ARISTO;"""5 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/PVC/AL";ARISTO PHARMA GMBH;3,41 €;3,41 €;0,00 €;;H7C
Acido folico;28 UNITA' 5 MG - USO ORALE;B03BB01;40274033;ACIDO FOLICO DOC GENERICI;"""5 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/AL";DOC GENERICI S.R.L.;3,41 €;3,41 €;0,00 €;;H7C
Acido folico;28 UNITA' 5 MG - USO ORALE;B03BB01;45545023;ACIDO FOLICO EG;"""5 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/ALU";EG S.P.A.;3,41 €;3,41 €;0,00 €;;H7C
Acido folico;28 UNITA' 5 MG - USO ORALE;B03BB01;50676042;ACIDO FOLICO TEVA;"""5 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";TEVA B.V.;3,41 €;3,41 €;0,00 €;;H7C
Acido folico;28 UNITA' 5 MG - USO ORALE;B03BB01;40627010;FOLIFILL;"""5 MG COMPRESSE"" 28 COMPRESSE";ITALFARMACO S.P.A.;3,41 €;4,49 €;1,08 €;;H7C
Acido folico;28 UNITA' 5 MG - USO ORALE;B03BB01;2309060;FOLINA;"""5 MG CAPSULE MOLLI"" 28 CAPSULE IN BLISTER PVC";TEOFARMA S.R.L.;3,41 €;4,49 €;1,08 €;;H7C
Acido folico;60 UNITA' 5 MG - USO ORALE;B03BB01;48957043;ACIDO FOLICO ARISTO;"""5 MG COMPRESSE"" 60 COMPRESSE IN BLISTER PVC/PVDC/PVC/AL";ARISTO PHARMA GMBH;5,95 €;5,95 €;0,00 €;;H7E
Acido folico;60 UNITA' 5 MG - USO ORALE;B03BB01;40274045;ACIDO FOLICO DOC GENERICI;"""5 MG COMPRESSE"" 60 COMPRESSE IN BLISTER PVC/AL";DOC GENERICI S.R.L.;5,95 €;5,95 €;0,00 €;;H7E
Acido folico;60 UNITA' 5 MG - USO ORALE;B03BB01;45545035;ACIDO FOLICO EG;"""5 MG COMPRESSE"" 60 COMPRESSE IN BLISTER PVC/PVDC/ALU";EG S.P.A.;5,95 €;5,95 €;0,00 €;;H7E
Acido folico;60 UNITA' 5 MG - USO ORALE;B03BB01;50676055;ACIDO FOLICO TEVA;"""5 MG COMPRESSE"" 60 COMPRESSE IN BLISTER PVC/PVDC/AL";TEVA B.V.;5,95 €;5,95 €;0,00 €;;H7E
Acido folico;60 UNITA' 5 MG - USO ORALE;B03BB01;42972024;FOLICOM;"""5 MG COMPRESSE"" 60 COMPRESSE IN BLISTER PVC/AL";MEDIC ITALIA S.R.L.;5,95 €;6,95 €;1,00 €;;H7E
Acido folico;60 UNITA' 5 MG - USO ORALE;B03BB01;2309058;FOLINA;"""5 MG CAPSULE MOLLI"" 60 CAPSULE";TEOFARMA S.R.L.;5,95 €;6,95 €;1,00 €;;H7E
Acido Micofenolico;100 UNITA' 180 MG - USO ORALE;L04AA06;43305034;ACIDO MICOFENOLICO ACCORD;"""180 MG COMPRESSE GASTRORESISTENTI"" 100 COMPRESSE IN BLISTER AL/AL";ACCORD HEALTHCARE B.V.;83,48 €;83,48 €;0,00 €;In distribuzione diretta da parte delle Regioni;F6C
Acido Micofenolico;100 UNITA' 180 MG - USO ORALE;L04AA06;51755027;ACIDO MICOFENOLICO TILLOMED;"""180 MG COMPRESSE GASTRORESISTENTI"" 100x1 COMPRESSE IN BLISTER DIVISIBILE PER DOSE UNITARIA OPA/AL/PVC";TILLOMED ITALIA S.R.L.;83,48 €;83,48 €;0,00 €;In distribuzione diretta da parte delle Regioni;F6C
Acido Micofenolico;100 UNITA' 180 MG - USO ORALE;L04AA06;44778037;CEPTAVA;"""180 MG COMPRESSE GASTRORESISTENTI"" 100 COMPRESSE IN BLISTER PA/AL/PVC";SANDOZ A/S;83,48 €;83,48 €;0,00 €;In distribuzione diretta da parte delle Regioni;F6C
Acido Micofenolico;100 UNITA' 180 MG - USO ORALE;L04AA06;36511032;MYFORTIC;"""180 MG COMPRESSE GASTRORESISTENTI RIVESTITE CON FILM"" 100 COMPRESSE IN BLISTER PA/AL/PVC";NOVARTIS FARMA S.P.A.;83,48 €;157,49 €;74,01 €;In distribuzione diretta da parte delle Regioni;F6C
Acido Micofenolico;50 UNITA' 360 MG - USO ORALE;L04AA06;43305061;ACIDO MICOFENOLICO ACCORD;"""360 MG COMPRESSE GASTRORESISTENTI"" 50 COMPRESSE IN BLISTER AL/AL";ACCORD HEALTHCARE B.V.;83,48 €;83,48 €;0,00 €;In distribuzione diretta da parte delle Regioni;F6D
Acido Micofenolico;50 UNITA' 360 MG - USO ORALE;L04AA06;51755054;ACIDO MICOFENOLICO TILLOMED;"""360 MG COMPRESSE GASTRORESISTENTI"" 50x1 COMPRESSE IN BLISTER DIVISIBILE PER DOSE UNITARIA OPA/AL/PVC";TILLOMED ITALIA S.R.L.;83,48 €;83,48 €;0,00 €;In distribuzione diretta da parte delle Regioni;F6D
Acido Micofenolico;50 UNITA' 360 MG - USO ORALE;L04AA06;44778064;CEPTAVA;"""360 MG COMPRESSE GASTRORESISTENTI"" 50 COMPRESSE IN BLISTER PA/AL/PVC";SANDOZ A/S;83,48 €;83,48 €;0,00 €;In distribuzione diretta da parte delle Regioni;F6D
Acido Micofenolico;50 UNITA' 360 MG - USO ORALE;L04AA06;36511069;MYFORTIC;"""360 MG COMPRESSE GASTRORESISTENTI RIVESTITE CON FILM"" 50 COMPRESSE IN BLISTER PA/AL/PVC";NOVARTIS FARMA S.P.A.;83,48 €;157,49 €;74,01 €;In distribuzione diretta da parte delle Regioni;F6D
Acido tranexamico;6 UNITA' 500 MG - USO PARENTERALE E ORALE;B02AA02;44760039;ACIDO TRANEXAMICO AUROBINDO;"""100 MG/ML SOLUZIONE INIETTABILE"" 6 FIALE IN VETRO DA 5 ML";EUGIA PHARMA (MALTA) LIMITED;4,28 €;4,28 €;0,00 €;;CAE
Acido tranexamico;6 UNITA' 500 MG - USO PARENTERALE E ORALE;B02AA02;22019032;TRANEX;"""500 MG/5ML SOLUZIONE INIETTABILE"" 6 FIALE";ISTITUTO FARMACOBIOLOGICO MALESCI S.P.A.;4,28 €;6,59 €;2,31 €;;CAE
Acido tranexamico;6 UNITA' 500 MG - USO PARENTERALE E ORALE;B02AA02;21458031;UGUROL;"""500 MG/5 ML SOLUZIONE INIETTABILE PER USO ENDOVENOSO PER USO ORALE E LOCALE"" 6 FIALE";VIATRIS ITALIA S.R.L.;4,28 €;4,28 €;0,00 €;;CAE
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;33094018;ACIDO URSODESOSSICOLICO MYLAN GENERICS;"""150 MG COMPRESSE"" 20 COMPRESSE";MYLAN S.P.A.;4,03 €;4,43 €;0,40 €;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;23605076;DEURSIL;"""150 MG CAPSULE RIGIDE"" 20 CAPSULE RIGIDE";CHEPLAPHARM ARZNEIMITTEL GMBH;4,03 €;5,31 €;1,28 €;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;24615078;LITURSOL;"""150 MG COMPRESSE"" 20 COMPRESSE";EG S.P.A.;4,03 €;4,86 €;0,83 €;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;26893038;URDES;"""150 MG COMPRESSE"" 20 COMPRESSE";S.F. GROUP S.R.L.;4,03 €;4,43 €;0,40 €;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;23630039;URSACOL;"""150 MG COMPRESSE"" 20 COMPRESSE";ZAMBON ITALIA S.R.L.;4,03 €;4,43 €;0,40 €;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;24444034;URSOBIL;"""150 MG CAPSULE RIGIDE"" 20 CAPSULE";ABC FARMACEUTICI S.P.A.;4,03 €;4,85 €;0,82 €;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;25430063;URSOLISIN;"""150 MG CAPSULE RIGIDE"" 20 CAPSULE";AESCULAPIUS FARMACEUTICI S.R.L.;4,03 €;4,15 €;0,12 €;;01C
Acido ursodesossicolico;20 UNITA' 225 MG - USO ORALE;A05AA02;23605153;DEURSIL;"""225 MG CAPSULE RIGIDE A RILASCIO PROLUNGATO"" 20 CAPSULE RIGIDE A RILASCIO PROLUNGATO";CHEPLAPHARM ARZNEIMITTEL GMBH;6,53 €;9,48 €;2,95 €;;01D
Acido ursodesossicolico;20 UNITA' 225 MG - USO ORALE;A05AA02;26893065;URDES;"""225 MG COMPRESSE GASTRORESISTENTI"" 20 COMPRESSE";S.F. GROUP S.R.L.;6,53 €;7,89 €;1,36 €;;01D
Acido ursodesossicolico;20 UNITA' 225 MG - USO ORALE;A05AA02;24173066;URSILON;"""225 MG COMPRESSE GASTRORESISTENTI"" 20 COMPRESSE";ISTITUTO BIOCHIMICO ITALIANO GIOVANNI LORENZINI S.P.A.;6,53 €;9,48 €;2,95 €;;01D
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;33090010;ACIDO URSODESOSSICOLICO;"""300 MG COMPRESSE"" 20 COMPRESSE";RATIOPHARM GMBH;5,24 €;5,76 €;0,52 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;28366019;ACIDO URSODESOSSICOLICO AUROBINDO;"""300 MG CAPSULE"" 20 CAPSULE";AUROBINDO PHARMA ITALIA S.R.L.;5,24 €;5,76 €;0,52 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;28931018;ACIDO URSODESOSSICOLICO DOC GENERICI;"""300 MG CAPSULE RIGIDE"" 20 CAPSULE";DOC GENERICI S.R.L.;5,24 €;6,36 €;1,12 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;33512031;ACIDO URSODESOSSICOLICO EG;"""300 MG CAPSULE"" 20 CAPSULE";EG S.P.A.;5,24 €;5,77 €;0,53 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;33094020;ACIDO URSODESOSSICOLICO MYLAN GENERICS;"""300 MG COMPRESSE"" 20 COMPRESSE";MYLAN S.P.A.;5,24 €;5,77 €;0,53 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;23605114;DEURSIL;"""300 MG CAPSULE RIGIDE"" 20 CAPSULE RIGIDE";CHEPLAPHARM ARZNEIMITTEL GMBH;5,24 €;7,89 €;2,65 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;28404010;LITOFF;"""300 MG COMPRESSE"" 20 COMPRESSE";ISTITUTO BIOCHIMICO NAZIONALE SAVIO S.R.L.;5,24 €;5,24 €;0,00 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;26893040;URDES;"""300 MG COMPRESSE"" 20 COMPRESSE";S.F. GROUP S.R.L.;5,24 €;5,77 €;0,53 €;;01A
